Collection,Raw Title,Formatted Title,Author,ISBN,Cover Image URL,Source
236,"ONCE A MARINE; THE MEMOIRS OF GENERAL A.A. VANDEGRIFT, UNITED STATES MARINE CORPS ","Once A Marine; The Memoirs Of General A.A. Vandegrift, United States Marine Corps ","Asprey, Robert B. ",,"https://m.media-amazon.com/images/I/91AOIgxXEvL._AC_UF1000,1000_QL80_.jpg",Google Images
27,THE BLOODY FOREST ,The Bloody Forest ,"Astor, Gerald ",,http://books.google.com/books/content?id=YzpnAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Google Books
283,OPERATION ICEBERG: THE INVASION AND CONQUEST OF OKINAWA IN WORLD WAR II--AN ORAL HISTORY ,Operation Iceberg,"Astor, Gerald ",9780698404991,http://books.google.com/books/content?id=Hwu5BAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Google Books
783,THE MIGHTY EIGHTH : THE AIR WAR IN EUROPE AS TOLD BY THE MEN WHO FOUGHT IT ,The Mighty Eighth,"Astor, Gerald ",9780425281574,http://books.google.com/books/content?id=rBHZCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Google Books
1165,TERRIBLE TERRY ALLEN COMBAT GENERAL OF WORLD WAR II - THE LIFE OF AN AMERICAN SOLDIER ,Terrible Terry Allen,"Astor, Gerald ",9780307547958,http://books.google.com/books/content?id=67ybLPdRnrcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Google Books
407,"AN ARMY AT DAWN : THE WAR IN NORTH AFRICA, 1942­1943 ",An Army at Dawn,"Atkinson, Rick ",0805062882,http://books.google.com/books/content?id=RUgSW8r2bMwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Google Books
66,THE FRENCH NAVY IN WWII ,The French Navy in World War II,"Auphan, Paul; Mordal, Jacques ",9781682470602,http://books.google.com/books/content?id=DKuqDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Google Books
1182,"BEFORE THE COLORS FADE PORTRAIT OF A SOLDIER GEORGE S. PATTON, JR. ","Before the Colors Fade: Portrait of a Soldier, George S. Patton, Jr.","Ayer, Fred Jr. ",9780910220613,https://images.isbndb.com/covers/1501653482512.jpg,ISBNdb
1398,WORLD WAR II BATTLE PLANS BEFORE AND AFTER ,The Hutchinson Atlas of World War II Battle Plans,"Badsey, Stephen ",9781135962852,http://books.google.com/books/content?id=HrYoDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Google Books
1304,THE EAGLE-DRAGON ALLIANCE AMERICA'S RELATIONS WITH CHINA IN WORLD WAR II ,The Eagle-Dragon Alliance,"Bagby, Wesley M. ",0874134188,http://books.google.com/books/content?id=u4s2gj6Xj38C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Google Books
1036,THE UNDECLARED NAVAL WAR ,Hitler vs. Roosevelt: The Undeclared Naval War,"Bailey, Thomas A.; Ryan, Paul B. ",9780029012703,https://images.isbndb.com/covers/8360613482198.jpg,ISBNdb
528,BATTLES LOST AND WON; GREAT CAMPAIGNS OF WORLD WAR II ,Battles Lost and Won;: Great Campaigns of World War II,"Baldwin, Hanson ",9781568520100,https://images.isbndb.com/covers/12421663482746.jpg,ISBNdb
909,SEA FIGHTS AND SHIPWRECKS TRUE TALES OF THE SEVEN SEAS ,Sea Fights And Shipwrecks True Tales Of The Seven Seas ,"Baldwin, Hanson W. ",,"https://m.media-amazon.com/images/I/81w7jOrZqnL._AC_UF1000,1000_QL80_.jpg",Google Images
995,TIGER JACK MAJOR GENERAL JOHN S. WOOD ,Tiger Jack Major General John S. Wood ,"Baldwin, Hanson W. ",,"http://ecx.images-amazon.com/images/I/51rDnxHebjL._SX310_CR0,30,310,220_.jpg",Google Images
543,"OMAHA BEACH : D-DAY, JUNE 6, 1944 ",Omaha Beach,"Balkoski, Joseph ",9780811741194,http://books.google.com/books/content?id=VvuVAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Google Books
1262,MACARTHUR'S AMPHIBIOUS NAVY SEVENTH AMPHIBIOUS FORCE OPERATIONS 1943-1945 ,Macarthur'S Amphibious Navy Seventh Amphibious Force Operations 1943-1945 ,"Barbey, Daniel E. ",,http://books.google.com/books/content?id=yIlBAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Google Books
1286,ON THEIR SHOULDERS BRITISH GENERALSHIP IN THE LEAN YEARS 1939-1942 ,On Their Shoulders British Generalship In The Lean Years 1939-1942 ,"Barclay, C.N. ",,"https://m.media-amazon.com/images/I/917T8LDHegL._AC_UF1000,1000_QL80_.jpg",Google Images
384,ERITREA 1941 ,Eritrea 1941 ,"Barker, A.J. ",,"https://m.media-amazon.com/images/I/81PYMvc5AoL._AC_UF1000,1000_QL80_.jpg",Google Images
293,THE HUMP; THE GREATEST UNTOLD STORY OF THE WAR ,The Hump; The Greatest Untold Story Of The War ,"Barnard, Jack ",,"https://m.media-amazon.com/images/I/818q-5ZmzgL._AC_UF1000,1000_QL80_.jpg",Google Images
145,ENGAGE THE ENEMY MORE CLOSELY THE ROYAL NAVY IN THE SECOND WORLD WAR ,Engage the Enemy More Closely,"Barnett, Correlli ",0571300391,http://books.google.com/books/content?id=4FyuMQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Google Books
1034,THE DESERT GENERALS ,The Desert Generals,"Barnett, Correlli ",0785815910,http://books.google.com/books/content?id=BhhOPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Google Books
1283,THE DESERT GENERALS NEW AND ENLARGED EDITION ,The Desert Generals : New and Enlarged Edition,"Barnett, Correlli ",9780253116000,https://pictures.abebooks.com/isbn/9780253116000-us-300.jpg,AbeBooks
1374,HITLER'S GENERALS ,Bonaparte,"Barnett, Correlli ",9781317392972,http://books.google.com/books/content?id=Udy9CgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Google Books
513,RAID! : THE UNTOLD STORY OF PATTON'S SECRET MISSION ,Raid! : The Untold Story of Patton's Secret Mission,"Baron, Richard; Baum, Abe; Goldhurst, Richard ",9780399125973,http://books.google.com/books/content?id=sXgNAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,AbeBooks
357,"EAST OF MALTA, WEST OF SUEZ, THE OFFICIAL ADMIRALTY ACCOUNT OF THE MEDITERRANEAN FLEET, 1939-1943 ","East Of Malta, West Of Suez, The Official Admiralty Account Of The Mediterranean Fleet, 1939-1943 ",Bartimeus ,,http://books.google.com/books/content?id=bXUDAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Google Books
917,ASSAULT FROM THE SEA ESSAYS ON THE HISTORY OF AMPHIBIOUS WARFARE ,Assault from the Sea: Essays on the History of Amphibious Warfare,"Bartlett, Merrill L. ",9781612515755,https://images.isbndb.com/covers/3005573482762.jpg,ISBNdb
1086,THE WAR WITH JAPAN A CONCISE HISTORY ,THE WAR WITH JAPAN - A Concise History,"Bateson, Charles ",9781135831424,https://images.isbndb.com/covers/10746563482592.jpg,ISBNdb
429,FIRST INTO ITALY ,First Into Italy ,"Bateson, Henry ",,http://books.google.com/books/content?id=YrCfAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Google Books
611,THE HOUSE OF KRUPP ,House of Krupp,"Batty, Peter ",9780880291972,http://books.google.com/books/content?id=6UY0AAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,AbeBooks
1008,THE MEXICAN WAR_1846-1848 ,"The Mexican War, 1846-1848","Bauer, K. Jack ",0803261071,http://books.google.com/books/content?id=_1DqVTdwmVkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Google Books
482,"URQUHART OF ARNHEM: THE LIFE OF MAJOR GENERAL R. E. URQUHART, GB, DSO ","Urquhart Of Arnhem: The Life Of Major General R. E. Urquhart, Gb, Dso ","Baynes, John ",,http://books.google.com/books/content?id=sOCFAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Google Books
1195,"THE FORGOTTEN VICTOR GENERAL SIR RICHARD O'CONNOR KT, GCB, DSO, MC ","The Forgotten Victor General Sir Richard O'Connor Kt, Gcb, Dso, Mc ","Baynes, John ",,http://books.google.com/books/content?id=ipgrAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Google Books
662,I WAS CICERO ,I Was Cicero.,"Bazna, Elyesa ",9781299062702,https://images.isbndb.com/covers/14083523482650.jpg,ISBNdb
36,SCAPEGOATS A DEFENSE OF KIMMEL AND SHORT AT PEARL HARBOR ,Scapegoats: A Defense of Kimmel and Short at Pearl Harbor,"Beach, Edward L. ",9781557500595,http://books.google.com/books/content?id=XghnAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,AbeBooks
110,SALT AND STEEL REFLECTIONS OF A SUBMARINER ,Salt and Steel: Reflections of a Submariner,"Beach, Edward L. ",9781557500540,http://books.google.com/books/content?id=2XbfAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,AbeBooks
112,SUBMARINE! A PERSONAL ACCOUNT OF WAR BENEATH THE SEA ,Submarine! A Personal Account Of War Beneath The Sea ,"Beach, Edward L. ",,"https://m.media-amazon.com/images/I/41f1dAQGlcL._AC_UF1000,1000_QL80_.jpg",Google Images
136,LIBERTY SHIPS THE UGLY DUCKLINGS OF WORLD WAR II ,Liberty Ships The Ugly Ducklings Of World War Ii ,"Beaker, John Gorley ",870213407,https://pictures.abebooks.com/inventory/30734744610.jpg,Manual
878,"AN INTRODUCTION TO STRATEGY WITH PARTICULAR REFERENCE TO PROBLEMS OF DEFENSE, POLITICS, ECONOMICS, AND DIPLOMACY IN THE NUCLEAR AGE ","An Introduction To Strategy With Particular Reference To Problems Of Defense, Politics, Economics, And Diplomacy In The Nuclear Age ","Beaufre, Andre ",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRc7-qnwwoRT6V3BIV-z8Qrw2JTY6w9HqlQPw&s,Open Library
521,1940: THE FALL OF FRANCE ,1940: The Fall Of France ,"Beaufre, AndreÌ! ",,"https://m.media-amazon.com/images/I/81jzhBGVpRL._AC_UF1000,1000_QL80_.jpg",Google Images
659,"VERY SPECIAL INTELLIGENCE : THE STORY OF THE ADMIRALTY'S OPERATIONAL INTELLIGENCE CENTRE, 1939-1945 ",Very Special Intelligence,"Beesly , Patrick ",9781784381561,http://books.google.com/books/content?id=-bfNDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Google Books
1312,HIROHITO BEHIND THE MYTH ,HIROHITO: Behind the Myth,"Behr, Edward ",9780679731719,http://books.google.com/books/content?id=yONXAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,AbeBooks
24,ROMMEL'S INTELLIGENCE IN THE DESERT CAMPAIGN ,Rommel's Intelligence in the Desert Campaign 1941-1943,"Behrendt, Hans-Otto ",9780718305154,https://images.isbndb.com/covers/20266573482443.jpg,ISBNdb
1242,"THE UNEASY ALLIANCE AMERICA, BRITAIN, AND RUSSIA, 1941-1943 ","The Uneasy Alliance America, Britain, And Russia, 1941-1943 ","Beitzell, Robert ",,http://books.google.com/books/content?id=g-pmAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Google Books
324,HITLER'S NAVAL WAR ,Hitler's Naval War,"Bekker, Cajus ",9780385020220,https://images.isbndb.com/covers/1540453482325.jpg,ISBNdb
729,THE LUFTWAFFE WAR DIARIES ,The Luftwaffe war diaries,"Bekker, Cajus ",9780356007427,https://images.isbndb.com/covers/20356213482314.jpg,ISBNdb
544,VICTORY IN NORMANDY ,Victory in Normandy,"Belchem, David ",9780701125462,http://books.google.com/books/content?id=x81mAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,AbeBooks
1198,ALL IN A DAY'S MARCH ,All in the day's march,"Belchem, David ",9780002113687,https://images.isbndb.com/covers/20228353482188.jpg,ISBNdb
272,CORREGIDOR : THE SAGA OF A FORTRESS ,Corregidor: The Saga of a Fortress,"Belote, James H.; Belote, William M. ",9780060102814,https://images.isbndb.com/covers/10318033482209.jpg,ISBNdb
847,TITANS OF THE SEAS : THE DEVELOPMENT AND OPERATIONS OF JAPANESE AND AMERICAN CARRIER TASK FORCES DURING WORLD WAR II ,Titans Of The Seas : The Development And Operations Of Japanese And American Carrier Task Forces During World War Ii ,"Belote, James H.; Belote, William M. ",,http://books.google.com/books/content?id=SuRmAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Google Books
744,"THE FALL OF FORTRESSES : A PERSONAL ACCOUNT OF THE MOST DARING, AND DEADLY, AMERICAN AIR BATTLES OF WORLD WAR II ","The Fall of Fortresses: A Personal Account of the Most Daring, and Deadly, American Air Battles of World War II","Bendiner, Elmer ",9780399123726,http://books.google.com/books/content?id=sNBzAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,AbeBooks
184,NAVAL BATTLES OF WORLD WAR II ,Naval Battles of the First World War,"Bennett, Geoffrey ",9781473816640,http://books.google.com/books/content?id=J0QRBQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Google Books
315,BATTLE OF THE RIVER PLATE ,Battle Of The River Plate ,"Bennett, Geoffrey ",,http://books.google.com/books/content?id=RLN8AAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Google Books
312,THE LOSS OF THE PRINCE OF WALES AND REPULSE ,The Loss of the 'Prince of Wales' and 'Repulse',"Bennett, Geoffrey Martin ",9780711004351,http://books.google.com/books/content?id=3nQDAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,AbeBooks
640,ULTRA AND MEDITERRANEAN STRATEGY ,Ultra and Mediterranean Strategy,"Bennett, Ralph ",9780688081751,https://images.isbndb.com/covers/26976233482432.jpg,ISBNdb
1308,JAPAN'S IMPERIAL CONSPIRACY HOW EMPEROR HIROHITO LED JAPAN INTO WAR AGAINST THE WEST ,Japan's Imperial Conspiracy: How Emperor Hirohito Led Japan Into War Against the West,"Bergamini, David ",9780773458970,https://images.isbndb.com/covers/10088933482463.jpg,ISBNdb
284,TOUCHED WITH FIRE: THE LAND WAR IN THE SOUTH PACIFIC ,Touched with Fire,"Bergerud, Eric M. ",9780140246964,http://books.google.com/books/content?id=xIRPEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Google Books
857,FIRE IN THE SKY : THE AIR WAR IN THE SOUTH PACIFIC ,Fire in the Sky : The Air War in the South Pacific,"Bergerud, Eric M. ",9780813338699,http://books.google.com/books/content?id=35cEAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,AbeBooks
8,THE BATTLE OF ALAMEIN ,The Battle Of Alamein ,"Bermans, John; Smith, Colin ",,https://m.media-amazon.com/images/I/61I7LHkFjLL.jpg,Google Images
1228,"THE CONQUERORS ROOSEVELT, TRUMAN, AND THE DESTRUCTION OF HITLER'S GERMANY 1941-1945 ",The Conquerors,"Beschloss, Michael ",9780743260855,http://books.google.com/books/content?id=gKbNF1BnCRgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Google Books
577,IN DEADLY COMBAT : A GERMAN SOLDIER'S MEMOIR OF THE EASTERN FRONT ,In Deadly Combat : A German Soldier's Memoir of the Eastern Front,"Bidermann, Gottlob Herbert ",9780700611225,http://books.google.com/books/content?id=KP8LAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,AbeBooks
290,"THE CHINDIT WAR: STILWELL, WINGATE, AND THE CAMPAIGN IN BURMA, 1944 ","The Chindit War: Stilwell, Wingate, and the Campaign in Burma, 1944","Bidwell, Shelford ",9780025106000,http://books.google.com/books/content?id=qVx6AAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,AbeBooks
934,GAVIN A BIOGRAPHY OF GENERAL JAMES M. GAVIN ,Gavin: A Biography of General James M. Gavin,"Biggs, Bradley ",9780208017482,https://pictures.abebooks.com/inventory/md/md31031190230.jpg,AbeBooks
1065,LEMNITZER A SOLDIER FOR HIS TIME ,Lemnitzer: A Soldier for His Time,"Binder, L. James ",9781574881073,https://images.isbndb.com/covers/19859813482748.jpg,ISBNdb
799,LOG OF THE LIBERATORS; AN ILLUSTRATED HISTORY OF THE B-24 ,Log of the Liberators: An Illustrated History of the B-24,"Birdsall, Steve ",9780385038706,https://images.isbndb.com/covers/1725313482325.jpg,ISBNdb
800,SAGA OF THE SUPERFORTRESS : THE DRAMATIC HISTORY OF THE B-29 AND THE TWENTIETH AIR FORCE ,Saga of the Superfortress: The Dramatic Story of the B-29 and the Twentieth Air Force,"Birdsall, Steve ",9780385136686,https://images.isbndb.com/covers/2705113482325.jpg,ISBNdb
198,THE PACIFIC WAR REVISITED ,The Pacific War Revisited,"Bischof, GuÌˆnter; Dupont, Robert L. ",9780807121566,https://pictures.abebooks.com/isbn/9780807121566-us-300.jpg,AbeBooks
91,SILENT VICTORY THE US SUBMARINE WAR AGAINST JAPAN ,Silent Victory: The U.S. Submarine War Against Japan,"Blair, Clair Jr. ",9780553342789,https://images.isbndb.com/covers/27704533482384.jpg,ISBNdb
196,"HITLER'S U-BOAT WAR V.1 : THE HUNTERS, 1939-1942 ",Hitler's U-Boat War,"Blair, Clay ",9780307874375,http://books.google.com/books/content?id=E8GDrZJEAGIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Google Books
197,"HITLER'S U-BOAT WAR V.2 : THE HUNTED, 1942-1945 ",Hitler's U-boat War,"Blair, Clay ",0304352616,http://books.google.com/books/content?id=1MsnQAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Google Books
497,RIDGWAY'S PARATROOPERS: THE AMERICAN AIRBORNE IN WORLD WAR II ,Ridgway's Paratroopers: The American Airborne in World War II,"Blair, Clay ",9780385278881,https://images.isbndb.com/covers/4127063482325.jpg,ISBNdb
1145,"THE PAPERS OF GEORGE CATLETT MARSHALL VOLUME 1 ""THE SOLDIERLY SPIRIT"" DECEMBER 1880-JUNE 1939 ","The Papers Of George Catlett Marshall Volume 1 ""The Soldierly Spirit"" December 1880-June 1939 ","Bland, Larry I.; Ritenour, Sharon R. ",,"https://m.media-amazon.com/images/I/61CraqmQxtL._AC_UF1000,1000_QL80_.jpg",Google Images
1146,"THE PAPERS OF GEORGE CATLETT MARSHALL VOLUME 2 ""WE CANNOT DELAY"" JULY 1, 1939-DECEMBER 6, 1941 ","The Papers Of George Catlett Marshall Volume 2 ""We Cannot Delay"" July 1, 1939-December 6, 1941 ","Bland, Larry I.; Ritenour, Sharon R.; Wunderlin, Clarence E. Jr. ",,"https://m.media-amazon.com/images/I/61Nndb-S6HL._AC_UF1000,1000_QL80_.jpg",Google Images
1147,"THE PAPERS OF GEORGE CATLETT MARSHALL VOLUME 3 ""THE RIGHT MAN FOR THE JOB"" DECEMBER 7, 1941-MAY 31, 1945 ","The Papers Of George Catlett Marshall Volume 3 ""The Right Man For The Job"" December 7, 1941-May 31, 1945 ","Bland, Larry I.; Stevens, Sharon Ritenour ",,"https://images-na.ssl-images-amazon.com/images/I/61GBWDcGGcL._AC_UL600_SR600,600_.jpg",Google Images
1148,"THE PAPERS OF GEORGE CATLETT MARSHALL VOLUME 4 ""AGGRESSIVE AND DETERMINED LAEDERSHIP"" JUNE 1, 1943-DECEMBER 31, 1944 ","The Papers Of George Catlett Marshall Volume 4 ""Aggressive And Determined Laedership"" June 1, 1943-December 31, 1944 ","Bland, Larry I.; Stevens, Sharon Ritenour ",,"https://m.media-amazon.com/images/I/A1eWRMfa5PL._AC_UF1000,1000_QL80_.jpg",Manual
1149,"THE PAPERS OF GEORGE CATLETT MARSHALL VOLUME 5 ""THE FINEST SOLDIER"" JANUARY 1, 1945- JANUARY 7, 1947 ","The Papers Of George Catlett Marshall Volume 5 ""The Finest Soldier"" January 1, 1945- January 7, 1947 ","Bland, Larry I.; Stevens, Sharon Ritenour ",,"https://m.media-amazon.com/images/I/A1eWRMfa5PL._AC_UF1000,1000_QL80_.jpg",Google Images
529,TWO SIDES OF THE BEACH: THE INVASION AND DEFENSE OF EUROPE IN 1944 ,Two Sides of the Beach,"Blandford, Edmund L. ",0785813675,http://books.google.com/books/content?id=sfKjGbJCkA0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,Google Books
242,THE BIG YANKEE : THE LIFE OF CARLSON OF THE RAIDERS ,The Big Yankee: The Life Of Carlson Of The Raiders,"Blankfort, Michael ",9781786255754,http://books.google.com/books/content?id=PjxwCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Google Books
